item_id,property,value
1289,color,color_val_5
1289,price,price_val_5
1289,category,category_val_8
1290,brand,brand_val_4
1290,color,color_val_1
1290,price,price_val_8
1291,brand,brand_val_6
1291,category,category_val_8
1291,color,color_val_1
1292,category,category_val_1
1293,color,color_val_3
1293,category,category_val_6
1293,price,price_val_0
1294,color,color_val_4
1294,brand,brand_val_1
1295,color,color_val_0
1295,price,price_val_5
1295,brand,brand_val_2
1296,color,color_val_6
1297,brand,brand_val_9
1298,price,price_val_6
1298,brand,brand_val_5
1298,category,category_val_8
1299,color,color_val_1
1300,price,price_val_0
1300,category,category_val_6
1301,price,price_val_3
1301,brand,brand_val_6
1301,color,color_val_4
1302,category,category_val_6
1302,brand,brand_val_6
1303,price,price_val_3
1304,brand,brand_val_2
1304,price,price_val_9
1304,color,color_val_6
1305,category,category_val_6
1305,color,color_val_2
1305,brand,brand_val_6
1306,color,color_val_8
1306,brand,brand_val_3
1307,price,price_val_8
1307,color,color_val_0
1307,category,category_val_1
1308,category,category_val_2
1309,price,price_val_9
1309,brand,brand_val_6
1309,color,color_val_7
1310,color,color_val_7
1310,category,category_val_6
1311,price,price_val_6
1311,brand,brand_val_0
1311,category,category_val_3
1312,price,price_val_8
1312,category,category_val_7
1312,color,color_val_7
1313,color,color_val_5
1314,price,price_val_1
1314,brand,brand_val_2
1314,category,category_val_7
1315,category,category_val_1
1315,price,price_val_8
1315,brand,brand_val_7
1316,category,category_val_3
1316,color,color_val_5
1317,price,price_val_3
1317,brand,brand_val_1
1317,category,category_val_0
1318,category,category_val_2
1319,color,color_val_7
1319,brand,brand_val_2
1320,price,price_val_2
1320,category,category_val_3
1320,brand,brand_val_7
1321,category,category_val_6
1321,color,color_val_3
1322,category,category_val_4
1322,price,price_val_5
1323,price,price_val_8
1323,brand,brand_val_8
1323,color,color_val_2
1324,brand,brand_val_3
1325,brand,brand_val_3
1325,category,category_val_7
1325,color,color_val_5
1326,color,color_val_3
1326,price,price_val_4
1326,category,category_val_2
1327,color,color_val_1
1327,price,price_val_9
1328,color,color_val_1
1328,price,price_val_3
1329,brand,brand_val_1
1329,price,price_val_5
1330,brand,brand_val_0
1330,price,price_val_0
1330,category,category_val_0
1331,price,price_val_1
1331,brand,brand_val_5
1332,category,category_val_6
1332,brand,brand_val_6
1333,price,price_val_1
1334,brand,brand_val_9
1334,price,price_val_2
1335,brand,brand_val_2
1335,category,category_val_7
1336,price,price_val_4
1336,brand,brand_val_6
1336,color,color_val_4
1337,category,category_val_2
1337,color,color_val_2
1338,category,category_val_0
1338,brand,brand_val_4
1338,color,color_val_7
1339,category,category_val_7
1340,brand,brand_val_8
1341,category,category_val_3
1341,color,color_val_8
1341,price,price_val_3
1342,price,price_val_4
1342,color,color_val_1
1343,category,category_val_9
1343,price,price_val_4
1343,color,color_val_5
1344,color,color_val_3
1345,color,color_val_3
1345,category,category_val_0
1345,price,price_val_9
1346,price,price_val_9
1346,category,category_val_5
1347,color,color_val_7
1347,category,category_val_2
1348,color,color_val_5
1349,brand,brand_val_7
1349,color,color_val_9
1349,price,price_val_2
1350,category,category_val_6
1351,color,color_val_1
1351,price,price_val_1
1352,color,color_val_6
1353,color,color_val_6
1353,category,category_val_9
1354,brand,brand_val_1
1355,brand,brand_val_1
1355,category,category_val_2
1355,color,color_val_8
1356,color,color_val_9
1356,category,category_val_4
1357,category,category_val_6
1358,category,category_val_5
1358,brand,brand_val_2
1358,color,color_val_1
1359,color,color_val_2
1359,category,category_val_6
1359,brand,brand_val_1
1360,brand,brand_val_7
1361,brand,brand_val_2
1361,price,price_val_0
1362,category,category_val_0
1362,color,color_val_6
1362,brand,brand_val_1
1363,color,color_val_0
1364,brand,brand_val_7
1365,brand,brand_val_1
1365,category,category_val_9
1366,color,color_val_3
1366,price,price_val_7
1366,brand,brand_val_7
1367,color,color_val_9
1368,color,color_val_0
1368,brand,brand_val_8
1368,category,category_val_5
1369,color,color_val_3
1370,brand,brand_val_2
1371,color,color_val_8
1372,brand,brand_val_4
1372,price,price_val_1
1372,color,color_val_7
1373,brand,brand_val_6
1373,category,category_val_9
1373,color,color_val_5
1374,category,category_val_1
1375,category,category_val_1
1375,brand,brand_val_9
1376,price,price_val_7
1377,brand,brand_val_5
1377,color,color_val_9
1378,brand,brand_val_9
1378,price,price_val_6
1378,color,color_val_3
1379,price,price_val_6
1380,color,color_val_7
1380,brand,brand_val_6
1381,color,color_val_0
1381,brand,brand_val_9
1382,category,category_val_3
1383,category,category_val_9
1384,price,price_val_4
1384,color,color_val_2
1385,brand,brand_val_9
1385,price,price_val_9
1385,category,category_val_3
1386,price,price_val_5
1387,brand,brand_val_8
1388,price,price_val_8
1389,price,price_val_3
1389,category,category_val_5
1389,brand,brand_val_3
1390,color,color_val_6
1391,brand,brand_val_5
1392,brand,brand_val_4
1392,color,color_val_6
1393,color,color_val_3
1394,price,price_val_5
1394,category,category_val_3
1395,brand,brand_val_5
1396,color,color_val_2
1396,brand,brand_val_3
1397,color,color_val_7
1398,price,price_val_1
1398,color,color_val_5
1398,category,category_val_2
1399,color,color_val_4
1399,price,price_val_0
1399,category,category_val_4
1400,category,category_val_1
1400,price,price_val_0
1400,brand,brand_val_9
1401,color,color_val_2
1401,brand,brand_val_5
1402,price,price_val_8
1402,brand,brand_val_8
1403,brand,brand_val_9
1403,color,color_val_3
1404,brand,brand_val_0
1404,category,category_val_4
1404,color,color_val_5
1405,color,color_val_0
1405,brand,brand_val_3
1405,price,price_val_1
1406,brand,brand_val_3
1407,category,category_val_0
1407,brand,brand_val_8
1408,brand,brand_val_2
1408,price,price_val_1
1409,brand,brand_val_9
1409,category,category_val_6
1409,color,color_val_3
1410,color,color_val_9
1411,brand,brand_val_1
1412,price,price_val_6
1412,color,color_val_7
1412,category,category_val_5
1413,brand,brand_val_2
1413,price,price_val_5
1413,color,color_val_8
1414,category,category_val_1
1414,color,color_val_2
1414,price,price_val_7
1415,color,color_val_1
1415,category,category_val_0
1416,price,price_val_7
1416,category,category_val_3
1416,color,color_val_2
1417,color,color_val_1
1417,price,price_val_0
1417,category,category_val_2
1418,color,color_val_3
1418,brand,brand_val_4
1419,price,price_val_5
1420,brand,brand_val_2
1420,price,price_val_8
1421,category,category_val_3
1421,color,color_val_5
1422,brand,brand_val_9
1422,color,color_val_7
1423,color,color_val_4
1423,price,price_val_5
1423,category,category_val_8
1424,price,price_val_1
1425,brand,brand_val_1
1425,price,price_val_0
1426,price,price_val_0
1426,color,color_val_3
1426,category,category_val_6
1427,color,color_val_9
1427,brand,brand_val_9
1428,brand,brand_val_0
1429,brand,brand_val_8
1429,category,category_val_6
1429,price,price_val_1
1430,price,price_val_6
1431,category,category_val_1
1431,color,color_val_9
1431,price,price_val_5
1432,color,color_val_6
1433,price,price_val_5
1434,price,price_val_9
1435,category,category_val_7
1436,category,category_val_4
1436,color,color_val_7
1436,brand,brand_val_7
1437,color,color_val_6
1437,price,price_val_1
1437,category,category_val_2
1438,color,color_val_0
1439,price,price_val_6
1439,category,category_val_7
1440,price,price_val_3
1441,color,color_val_9
1441,brand,brand_val_7
1442,price,price_val_4
1443,brand,brand_val_5
1443,price,price_val_9
1443,category,category_val_2
1444,category,category_val_3
1444,color,color_val_8
1444,price,price_val_2
1445,brand,brand_val_3
1445,color,color_val_1
1445,price,price_val_0
1446,category,category_val_2
1446,brand,brand_val_1
1446,price,price_val_7
1447,color,color_val_9
1447,brand,brand_val_3
1447,price,price_val_2
1448,color,color_val_3
1449,color,color_val_6
1450,category,category_val_3
1451,brand,brand_val_1
1452,color,color_val_4
1452,category,category_val_5
1453,price,price_val_9
1453,category,category_val_8
1454,color,color_val_6
1455,color,color_val_2
1456,color,color_val_5
1456,category,category_val_0
1456,brand,brand_val_4
1457,brand,brand_val_4
1458,price,price_val_8
1458,color,color_val_1
1458,category,category_val_7
1459,color,color_val_1
1460,brand,brand_val_5
1460,category,category_val_6
1461,category,category_val_1
1462,color,color_val_8
1462,brand,brand_val_6
1463,price,price_val_5
1463,brand,brand_val_5
1464,brand,brand_val_2
1464,category,category_val_7
1465,price,price_val_4
1465,category,category_val_8
1466,brand,brand_val_1
1466,category,category_val_7
1466,price,price_val_5
1467,brand,brand_val_0
1467,price,price_val_6
1468,brand,brand_val_6
1469,brand,brand_val_6
1470,brand,brand_val_7
1471,brand,brand_val_9
1471,price,price_val_5
1472,brand,brand_val_6
1473,brand,brand_val_4
1473,price,price_val_5
1473,category,category_val_3
1474,price,price_val_6
1474,color,color_val_6
1474,brand,brand_val_9
1475,price,price_val_7
1476,price,price_val_5
1476,color,color_val_1
1477,brand,brand_val_8
1477,color,color_val_0
1477,price,price_val_2
1478,brand,brand_val_5
1478,category,category_val_0
1479,price,price_val_9
1479,brand,brand_val_8
1480,category,category_val_5
1480,color,color_val_2
1481,brand,brand_val_4
1481,color,color_val_4
1482,category,category_val_1
1483,category,category_val_7
1484,category,category_val_6
1484,price,price_val_2
1485,price,price_val_6
1486,category,category_val_6
1486,price,price_val_1
1487,category,category_val_4
1487,price,price_val_2
1488,category,category_val_2
1489,category,category_val_9
1489,color,color_val_0
1489,brand,brand_val_3
1490,brand,brand_val_1
1490,color,color_val_3
1490,price,price_val_1
1491,category,category_val_6
1491,color,color_val_7
1492,category,category_val_9
1492,price,price_val_2
1493,price,price_val_4
1493,color,color_val_5
1493,brand,brand_val_8
1494,category,category_val_0
1495,category,category_val_7
1495,price,price_val_7
1496,color,color_val_4
1497,price,price_val_2
1497,brand,brand_val_4
1497,category,category_val_5
1498,color,color_val_1
1498,brand,brand_val_8
1499,brand,brand_val_7
1500,brand,brand_val_2
1500,color,color_val_4
1500,price,price_val_1
1501,brand,brand_val_7
1501,price,price_val_4
1502,color,color_val_5
1502,price,price_val_9
1503,category,category_val_2
1503,color,color_val_6
1504,price,price_val_8
1504,category,category_val_6
1504,brand,brand_val_6
1505,brand,brand_val_4
1506,price,price_val_3
1506,color,color_val_7
1506,brand,brand_val_3
1507,color,color_val_6
1508,price,price_val_5
1508,brand,brand_val_4
1509,brand,brand_val_0
1509,category,category_val_4
1509,color,color_val_1
1510,color,color_val_9
1510,price,price_val_1
1511,price,price_val_1
1511,color,color_val_1
1512,price,price_val_4
1512,category,category_val_2
1512,color,color_val_1
1513,color,color_val_4
1513,brand,brand_val_4
1514,category,category_val_4
1514,color,color_val_8
1515,price,price_val_7
1515,brand,brand_val_7
1516,color,color_val_3
1516,brand,brand_val_3
1517,color,color_val_3
1517,brand,brand_val_9
1517,price,price_val_6
1518,category,category_val_8
1518,brand,brand_val_6
1518,color,color_val_3
1519,category,category_val_5
1519,brand,brand_val_7
1519,color,color_val_9
1520,price,price_val_3
1520,color,color_val_2
1521,brand,brand_val_5
1522,category,category_val_2
1522,brand,brand_val_1
1522,color,color_val_9
1523,brand,brand_val_4
1523,category,category_val_8
1523,price,price_val_2
1524,brand,brand_val_0
1525,price,price_val_2
1525,brand,brand_val_7
1525,category,category_val_8
1526,price,price_val_6
1526,brand,brand_val_9
1526,color,color_val_0
1527,color,color_val_4
1528,brand,brand_val_0
1528,color,color_val_5
1528,price,price_val_6
1529,brand,brand_val_1
1529,color,color_val_1
1530,category,category_val_3
1530,brand,brand_val_2
1531,brand,brand_val_9
1532,brand,brand_val_0
1532,price,price_val_8
1533,category,category_val_9
1534,price,price_val_7
1534,category,category_val_8
1535,price,price_val_9
1535,color,color_val_3
1535,brand,brand_val_9
1536,category,category_val_0
1537,brand,brand_val_1
1538,category,category_val_7
1538,brand,brand_val_2
1538,color,color_val_1
1539,color,color_val_8
1539,brand,brand_val_5
1539,price,price_val_8
1540,price,price_val_6
1541,price,price_val_4
1542,price,price_val_0
1542,brand,brand_val_7
1542,color,color_val_5
1543,category,category_val_4
1544,category,category_val_1
1544,brand,brand_val_7
1544,color,color_val_7
1545,color,color_val_3
1546,color,color_val_1
1546,brand,brand_val_9
1546,price,price_val_0
1547,price,price_val_1
1547,color,color_val_2
1547,category,category_val_5
1548,color,color_val_1
1548,brand,brand_val_7
1548,category,category_val_0
1549,price,price_val_5
1549,brand,brand_val_1
1549,category,category_val_5
1550,color,color_val_7
1550,category,category_val_9
1551,color,color_val_9
1552,color,color_val_3
1553,brand,brand_val_2
1554,brand,brand_val_9
1555,brand,brand_val_1
1555,price,price_val_6
1555,color,color_val_2
1556,category,category_val_3
1557,brand,brand_val_7
1557,color,color_val_8
1558,brand,brand_val_1
1558,color,color_val_5
1559,color,color_val_4
1560,category,category_val_1
1560,price,price_val_3
1561,price,price_val_4
1561,category,category_val_9
1561,brand,brand_val_0
1562,color,color_val_9
1562,category,category_val_4
1562,brand,brand_val_5
1563,color,color_val_6
1564,category,category_val_7
1565,brand,brand_val_2
1565,color,color_val_2
1566,brand,brand_val_1
1566,color,color_val_0
1567,price,price_val_0
1567,category,category_val_3
1568,price,price_val_7
1568,category,category_val_5
1568,brand,brand_val_8
1569,category,category_val_6
1569,brand,brand_val_9
1570,category,category_val_0
1570,brand,brand_val_1
1570,color,color_val_1
1571,color,color_val_3
1572,color,color_val_6
1572,brand,brand_val_8
1573,brand,brand_val_3
1573,color,color_val_0
1573,price,price_val_3
1574,price,price_val_6
1574,color,color_val_7
1574,brand,brand_val_2
1575,price,price_val_2
1575,brand,brand_val_4
1576,brand,brand_val_2
1577,price,price_val_0
1578,color,color_val_1
1578,brand,brand_val_6
1578,price,price_val_3
1579,brand,brand_val_0
1580,category,category_val_7
1580,price,price_val_7
1580,brand,brand_val_0
1581,category,category_val_7
1582,price,price_val_6
1582,color,color_val_6
1582,brand,brand_val_6
1583,category,category_val_3
1583,price,price_val_8
1584,brand,brand_val_4
1585,category,category_val_1
1585,price,price_val_2
1586,color,color_val_4
1586,price,price_val_0
1587,color,color_val_0
1587,category,category_val_0
1588,brand,brand_val_8
1588,price,price_val_5
1589,category,category_val_1
1590,brand,brand_val_2
1590,color,color_val_6
1590,category,category_val_2
1591,price,price_val_8
1592,price,price_val_3
1592,color,color_val_5
1593,color,color_val_8
1594,category,category_val_2
1594,brand,brand_val_1
1595,category,category_val_3
1595,price,price_val_0
1595,color,color_val_6
1596,brand,brand_val_1
1596,color,color_val_1
1597,category,category_val_9
1597,price,price_val_7
1597,color,color_val_4
1598,price,price_val_0
1598,color,color_val_1
1598,category,category_val_5
1599,category,category_val_7
1600,category,category_val_8
1600,color,color_val_9
1600,price,price_val_0
1601,category,category_val_7
1601,price,price_val_3
1601,brand,brand_val_7
1602,brand,brand_val_0
1602,color,color_val_9
1602,category,category_val_8
1603,category,category_val_1
1603,color,color_val_1
1603,brand,brand_val_7
1604,brand,brand_val_3
1604,color,color_val_8
1605,brand,brand_val_2
1605,price,price_val_0
1605,category,category_val_2
1606,brand,brand_val_0
1606,category,category_val_5
1607,category,category_val_9
1608,color,color_val_6
1608,brand,brand_val_4
1608,price,price_val_4
1609,price,price_val_1
1609,category,category_val_3
1610,brand,brand_val_0
1610,category,category_val_7
1611,price,price_val_6
1612,brand,brand_val_0
1612,color,color_val_8
1613,color,color_val_6
1613,price,price_val_1
1613,category,category_val_5
1614,brand,brand_val_7
1614,color,color_val_6
1614,category,category_val_8
1615,brand,brand_val_2
1615,color,color_val_2
1615,category,category_val_6
1616,brand,brand_val_8
1616,color,color_val_9
1617,color,color_val_4
1617,brand,brand_val_8
1618,brand,brand_val_5
1618,category,category_val_2
1618,price,price_val_3
1619,brand,brand_val_9
1619,price,price_val_1
1619,category,category_val_9
1620,price,price_val_7
1621,color,color_val_7
1621,brand,brand_val_8
1621,category,category_val_0
1622,brand,brand_val_0
1622,price,price_val_0
1622,category,category_val_6
1623,category,category_val_9
1623,brand,brand_val_5
1623,color,color_val_0
1624,color,color_val_1
1625,category,category_val_0
1626,price,price_val_6
1626,category,category_val_0
1626,brand,brand_val_8
1627,category,category_val_9
1628,color,color_val_2
1628,category,category_val_0
1628,price,price_val_3
1629,brand,brand_val_8
1630,category,category_val_2
1630,brand,brand_val_4
1631,category,category_val_6
1632,brand,brand_val_2
1632,price,price_val_0
1633,price,price_val_7
1633,category,category_val_0
1634,brand,brand_val_0
1634,color,color_val_1
1634,price,price_val_0
1635,category,category_val_0
1636,category,category_val_3
1637,brand,brand_val_9
1637,color,color_val_2
1637,price,price_val_9
1638,category,category_val_7
1638,color,color_val_8
1639,brand,brand_val_2
1639,color,color_val_1
1639,category,category_val_2
1640,price,price_val_1
1641,category,category_val_7
1641,color,color_val_4
1642,price,price_val_0
1643,category,category_val_2
1644,color,color_val_3
1645,category,category_val_4
1645,color,color_val_8
1645,price,price_val_9
1646,price,price_val_2
1646,category,category_val_4
1647,brand,brand_val_7
1647,category,category_val_0
1647,price,price_val_5
1648,color,color_val_0
1648,category,category_val_2
1648,brand,brand_val_9
1649,brand,brand_val_0
1650,price,price_val_2
1651,color,color_val_5
1651,category,category_val_8
1652,brand,brand_val_3
1652,category,category_val_2
1653,brand,brand_val_5
1653,price,price_val_9
1654,price,price_val_8
1655,brand,brand_val_4
1655,category,category_val_8
1656,color,color_val_8
1657,color,color_val_1
1658,color,color_val_0
1659,brand,brand_val_5
1659,color,color_val_3
1659,category,category_val_9
1660,category,category_val_6
1660,brand,brand_val_0
1660,price,price_val_2
1661,price,price_val_3
1661,brand,brand_val_3
1662,color,color_val_2
1662,price,price_val_2
1662,category,category_val_1
1663,category,category_val_1
1663,color,color_val_5
1663,brand,brand_val_7
1664,price,price_val_8
1665,brand,brand_val_3
1665,color,color_val_5
1666,color,color_val_5
1667,price,price_val_8
1667,category,category_val_4
1667,color,color_val_9
1668,color,color_val_4
1668,price,price_val_9
1669,brand,brand_val_1
1670,color,color_val_8
1671,color,color_val_3
1671,price,price_val_7
1671,brand,brand_val_8
1672,price,price_val_3
1673,color,color_val_9
1673,brand,brand_val_3
1674,category,category_val_4
1674,color,color_val_6
1675,color,color_val_4
1675,category,category_val_3
1676,category,category_val_9
1676,price,price_val_0
1677,category,category_val_9
1677,color,color_val_9
1677,price,price_val_1
1678,color,color_val_9
1678,price,price_val_8
1678,brand,brand_val_0
1679,price,price_val_2
1680,brand,brand_val_0
1681,brand,brand_val_3
1681,category,category_val_6
1681,price,price_val_2
1682,price,price_val_6
1682,brand,brand_val_2
1682,color,color_val_4
1683,price,price_val_2
1683,color,color_val_0
1684,category,category_val_2
1684,brand,brand_val_7
1685,color,color_val_9
1685,price,price_val_2
1686,category,category_val_7
1686,color,color_val_5
1687,color,color_val_2
1688,price,price_val_7
1689,price,price_val_4
1690,color,color_val_9
1690,price,price_val_8
1690,brand,brand_val_0
1691,price,price_val_0
1691,brand,brand_val_4
1691,category,category_val_0
1692,price,price_val_8
1692,color,color_val_8
1693,color,color_val_9
1694,price,price_val_3
1694,category,category_val_6
1695,price,price_val_6
1695,color,color_val_7
1695,category,category_val_6
1696,brand,brand_val_2
1697,category,category_val_3
1698,brand,brand_val_9
1699,price,price_val_3
1699,brand,brand_val_4
1699,category,category_val_2
1700,color,color_val_7
1700,category,category_val_5
1700,price,price_val_3
1701,color,color_val_8
1701,category,category_val_8
1702,brand,brand_val_0
1702,color,color_val_5
1702,price,price_val_1
1703,category,category_val_7
1704,brand,brand_val_9
1704,price,price_val_1
1704,category,category_val_0
1705,brand,brand_val_5
1706,color,color_val_1
1707,category,category_val_8
1708,price,price_val_2
1708,brand,brand_val_9
1708,category,category_val_5
1709,color,color_val_2
1710,color,color_val_3
1710,price,price_val_5
1710,brand,brand_val_8
1711,price,price_val_9
1711,color,color_val_0
1711,brand,brand_val_6
1712,color,color_val_7
1712,category,category_val_2
1713,color,color_val_2
1714,brand,brand_val_1
1715,brand,brand_val_8
1715,category,category_val_1
1716,color,color_val_5
1717,color,color_val_3
1718,brand,brand_val_8
1718,color,color_val_5
1718,category,category_val_3
1719,category,category_val_3
1720,price,price_val_1
1721,color,color_val_7
1721,brand,brand_val_1
1721,price,price_val_4
1722,color,color_val_8
1722,price,price_val_4
1723,brand,brand_val_8
1723,category,category_val_5
1723,price,price_val_9
1724,category,category_val_4
1725,category,category_val_6
1726,brand,brand_val_3
1727,brand,brand_val_1
1728,color,color_val_1
1729,color,color_val_9
1729,price,price_val_5
1730,color,color_val_4
1730,price,price_val_4
1731,brand,brand_val_4
1732,price,price_val_4
1733,color,color_val_7
1733,category,category_val_7
1733,brand,brand_val_6
1734,price,price_val_2
1734,color,color_val_4
1734,category,category_val_6
1735,category,category_val_9
1735,color,color_val_9
1736,brand,brand_val_9
1737,price,price_val_0
1737,category,category_val_0
1737,color,color_val_9
1738,price,price_val_6
1738,brand,brand_val_5
1739,brand,brand_val_9
1740,price,price_val_4
1740,color,color_val_9
1741,brand,brand_val_0
1741,price,price_val_1
1741,color,color_val_5
1742,category,category_val_5
1742,brand,brand_val_0
1743,price,price_val_6
1744,color,color_val_0
1745,color,color_val_1
1745,category,category_val_7
1745,brand,brand_val_2
1746,brand,brand_val_0
1746,color,color_val_0
1746,category,category_val_9
1747,category,category_val_8
1747,price,price_val_9
1748,brand,brand_val_1
1748,color,color_val_4
1748,price,price_val_8
1749,color,color_val_9
1749,price,price_val_1
1749,brand,brand_val_9
1750,color,color_val_8
1750,brand,brand_val_3
1750,price,price_val_1
1751,brand,brand_val_6
1751,price,price_val_5
1751,color,color_val_2
1752,color,color_val_9
1752,price,price_val_9
1753,category,category_val_0
1753,price,price_val_8
1754,brand,brand_val_0
1755,category,category_val_9
1755,brand,brand_val_4
1756,price,price_val_0
1756,category,category_val_2
1757,price,price_val_3
1758,color,color_val_1
1759,brand,brand_val_5
1759,category,category_val_8
1760,color,color_val_5
1760,brand,brand_val_4
1761,color,color_val_7
1761,category,category_val_5
1762,price,price_val_4
1763,color,color_val_1
1763,price,price_val_8
1763,category,category_val_1
1764,brand,brand_val_7
1765,price,price_val_6
1766,brand,brand_val_2
1767,category,category_val_7
1768,price,price_val_4
1768,brand,brand_val_4
1769,category,category_val_9
1770,color,color_val_3
1771,color,color_val_3
1771,category,category_val_6
1771,price,price_val_9
1772,color,color_val_5
1772,brand,brand_val_3
1773,price,price_val_9
1773,color,color_val_7
1774,color,color_val_8
1774,price,price_val_6
1774,brand,brand_val_3
1775,color,color_val_0
1775,category,category_val_0
1776,color,color_val_1
1777,color,color_val_3
1777,category,category_val_1
1778,brand,brand_val_1
1779,color,color_val_7
1780,color,color_val_4
1780,brand,brand_val_7
1780,price,price_val_3
1781,price,price_val_2
1781,category,category_val_2
1781,color,color_val_5
1782,category,category_val_9
1782,brand,brand_val_5
1783,brand,brand_val_2
1783,price,price_val_1
1783,category,category_val_0
1784,price,price_val_5
1784,brand,brand_val_7
1784,category,category_val_8
1785,price,price_val_1
1785,brand,brand_val_9
1785,color,color_val_3
1786,color,color_val_6
1786,brand,brand_val_9
1787,brand,brand_val_3
1788,price,price_val_0
1789,price,price_val_2
1789,color,color_val_2
1789,category,category_val_8
1790,price,price_val_4
1790,color,color_val_4
1791,brand,brand_val_5
1791,category,category_val_5
1791,price,price_val_5
1792,brand,brand_val_3
1792,category,category_val_1
1792,price,price_val_0
1793,price,price_val_5
1793,brand,brand_val_4
1793,category,category_val_3
1794,brand,brand_val_3
1794,category,category_val_3
1794,price,price_val_8
1795,category,category_val_8
1796,category,category_val_8
1796,brand,brand_val_1
1797,color,color_val_3
1797,price,price_val_7
1798,price,price_val_2
1798,category,category_val_8
1799,brand,brand_val_3
1799,category,category_val_7
1800,brand,brand_val_4
1801,color,color_val_1
1801,category,category_val_5
1801,brand,brand_val_9
1802,category,category_val_4
1802,brand,brand_val_1
1802,color,color_val_5
1803,brand,brand_val_7
1803,category,category_val_7
1804,price,price_val_6
1804,brand,brand_val_9
1804,category,category_val_5
1805,brand,brand_val_2
1805,color,color_val_1
1806,color,color_val_6
1807,category,category_val_0
1808,color,color_val_9
1808,brand,brand_val_0
1808,category,category_val_9
1809,color,color_val_8
1809,brand,brand_val_1
1810,color,color_val_6
1810,brand,brand_val_1
1810,category,category_val_7
1811,color,color_val_8
1812,category,category_val_4
1812,brand,brand_val_4
1813,category,category_val_1
1814,brand,brand_val_7
1814,color,color_val_2
1815,brand,brand_val_2
1816,price,price_val_3
1817,category,category_val_4
1817,price,price_val_1
1818,brand,brand_val_4
1819,price,price_val_9
1819,color,color_val_5
1819,category,category_val_5
1820,price,price_val_1
1821,price,price_val_6
1821,color,color_val_9
1821,brand,brand_val_8
1822,brand,brand_val_9
1822,color,color_val_9
1823,category,category_val_0
1823,color,color_val_4
1823,price,price_val_3
1824,price,price_val_8
1825,brand,brand_val_4
1825,price,price_val_5
1825,color,color_val_5
1826,category,category_val_3
1826,color,color_val_9
1826,brand,brand_val_5
1827,category,category_val_5
1827,brand,brand_val_6
1828,color,color_val_2
1828,brand,brand_val_6
1828,price,price_val_1
1829,price,price_val_9
1829,category,category_val_6
1829,brand,brand_val_7
1830,color,color_val_8
1831,price,price_val_9
1831,brand,brand_val_8
1832,price,price_val_9
1832,color,color_val_8
1833,price,price_val_9
1833,brand,brand_val_9
1834,color,color_val_9
1834,price,price_val_4
1835,color,color_val_8
1836,brand,brand_val_6
1836,price,price_val_6
1836,category,category_val_6
1837,price,price_val_2
1837,color,color_val_0
1837,category,category_val_5
1838,color,color_val_4
1839,category,category_val_3
1839,color,color_val_1
1840,brand,brand_val_2
1841,category,category_val_6
1841,brand,brand_val_1
1841,price,price_val_7
1842,brand,brand_val_3
1842,color,color_val_3
1843,color,color_val_1
1843,brand,brand_val_0
1843,price,price_val_2
1844,color,color_val_2
1844,category,category_val_6
1844,brand,brand_val_4
1845,category,category_val_6
1845,color,color_val_4
1846,category,category_val_5
1847,price,price_val_4
1848,brand,brand_val_5
1849,price,price_val_0
1849,color,color_val_2
1850,price,price_val_9
1850,color,color_val_4
1851,color,color_val_7
1851,brand,brand_val_2
1851,category,category_val_4
1852,category,category_val_3
1852,brand,brand_val_9
1853,color,color_val_4
1853,brand,brand_val_0
1853,category,category_val_4
1854,category,category_val_4
1854,brand,brand_val_9
1854,color,color_val_2
1855,price,price_val_8
1855,color,color_val_8
1855,brand,brand_val_9
1856,brand,brand_val_1
1856,color,color_val_7
1857,brand,brand_val_9
1857,color,color_val_3
1858,color,color_val_9
1858,price,price_val_8
1858,category,category_val_3
1859,category,category_val_3
1859,brand,brand_val_1
1859,color,color_val_1
1860,price,price_val_2
1860,brand,brand_val_8
1860,color,color_val_0
1861,brand,brand_val_7
1861,category,category_val_2
1861,color,color_val_5
1862,color,color_val_6
1862,price,price_val_3
1863,color,color_val_0
1864,price,price_val_3
1864,brand,brand_val_7
1865,price,price_val_2
1865,brand,brand_val_4
1865,color,color_val_4
1866,color,color_val_2
1866,brand,brand_val_3
1866,price,price_val_2
1867,brand,brand_val_9
1867,category,category_val_7
1867,color,color_val_9
1868,brand,brand_val_3
1868,color,color_val_5
1868,category,category_val_6
1869,brand,brand_val_4
1870,category,category_val_2
1871,brand,brand_val_1
1871,color,color_val_4
1871,category,category_val_1
1872,brand,brand_val_4
1873,brand,brand_val_6
1873,category,category_val_3
1873,price,price_val_7
1874,price,price_val_5
1875,color,color_val_1
1876,brand,brand_val_5
1876,price,price_val_3
1877,brand,brand_val_1
1877,price,price_val_3
1877,color,color_val_7
1878,category,category_val_1
1878,price,price_val_9
1879,category,category_val_6
1880,category,category_val_8
1880,brand,brand_val_8
1881,category,category_val_2
1881,color,color_val_3
1881,price,price_val_1
1882,category,category_val_2
1882,price,price_val_7
1883,color,color_val_7
1883,category,category_val_0
1883,price,price_val_0
1884,category,category_val_1
1885,category,category_val_0
1886,price,price_val_3
1887,brand,brand_val_3
1888,brand,brand_val_1
1888,category,category_val_7
1888,color,color_val_5
1889,category,category_val_5
1890,color,color_val_9
1890,brand,brand_val_3
1890,category,category_val_1
1891,brand,brand_val_7
1891,price,price_val_7
1891,category,category_val_1
1892,price,price_val_7
